Unnamed: 0,article,date,label
0,Bitcoin Price Climbs Closer to $1000 As More Bitcoin Going US Way,1485928800,1
1,"Indian Central Bank: Bitcoin Isn't Authorized, Use with Caution",1485928800,0
2,Bitcoin Supporter Pepper Sprayed in the Face During Berkeley ...,1485928800,-1
3,Bitcoin is back above $1000,1486015200,1
4,RBI says it hasn't authorised use of Bitcoins,1486015200,0
5,80% of all Bitcoins Will Have Been Mined In a year From now,1486015200,-1
6,Why Bitcoin Unlimited's “Emergent Consensus” Is a Gamble,1486015200,0
7,"In Africa, M-Pesa Success is Example in Bitcoin Adoption ...",1486015200,1
8,UAE Central Bank: We Are Not Banning Bitcoin,1486015200,1
9,Daimler Financial Services Acquires Bitcoin Operator PayCash ...,1486015200,1
10,Bitcoin is busting out,1486015200,1
11,5 Crazy Laws Passed to Fight Cryptocurrency,1485928800,0
12,"RBI cautions against use of bitcoins, other virtual currencies",1485928800,0
13,Central Bank releases broad regulation aimed at data privacy,1485928800,-1
14,Bitcoiner Pepper-Sprayed at UC Berkeley Protests,1485928800,-1
15,"Trump Supporter Wearing ""Make Bitcoin Great Again"" Hat Pepper ...",1485928800,-1
16,Bitcoin Price is Within Touching Distance of $1000,1486015200,1
20,RBI Warns Against Usage of Bitcoins,1486015200,0
21,Why Venezuela's Currency Crisis Is A Case Study For Bitcoin,1486015200,1
22,Think Tank: The Rise of Bitcoin Technology — What Retailers Need ...,1486015200,1
23,"Bitcoin Price $2000 Is Just Starter, Unless Compromise is Reached",1486015200,1
24,Fidelity's Public Charity Arm Reveals $7 Million in Bitcoin Donations ...,1486015200,1
25,Bitcoin IRA Crosses $4000000 Milestone and Launches Bitcoin Bull ...,1486015200,1
26,Bitcoin Price Spikes to $1600 in Nigeria,1486101600,1
28,RBI warns users of virtual currencies,1486101600,0
33,India's Central Bank Issues Warning About Virtual Currencies,1486101600,0
34,Venezuelan Bank (Banesco) Shuts Down Bank Account of ...,1486101600,0
35,Should I invest in Bitcoin?,1486101600,-1
36,"Fidelity, Vanguard, Schwab Passed Along $5.7 Billion",1486101600,-1
37,Bitcoin transactions in Nigeria hit $1m,1486015200,1
38,Bitcoin Price Will Skyrocket If It Becomes World's Reserve Currency ...,1486188000,1
39,"US Dollar's Worst Start in 3 Decades, Impact on Bitcoin Price",1486188000,-1
43,Bullish Sentiment Fuels Bitcoin's Return to $1000,1486101600,1
47,Top 4 Worst Bitcoin Price Predictions,1486101600,0
48,Bitcoin: Fast lane to billions or bankruptcy?,1486188000,-1
49,BITCOIN VS ETHEREUM,1486101600,-1
55,The Passion of 'Bitcoin Jesus': How The Blockchain's Most Beloved ...,1486188000,-1
56,"The Reserve Bank of India Calls for a Cashless Society, Issues ...",1486188000,-1
57,Best Ways to Maximize Profits While Bitcoin Price Marches Upward,1486274400,1
59,"As Bitcoin ETF Nears, Analysts Warn of Trading Frenzy",1486274400,0
62,"Bitcoin for Troubled Economies, the Venezuela Example",1486274400,1
63,Almost $1 Billion Worth of Bitcoins Stuck in Transaction Backlog,1486274400,0
66,"After Internet, it's Blockchain Internet 2.0",1486188000,1
67,Why Segwit is Important For Trezor & Other Hardware Bitcoin Wallets,1486188000,-1
68,Reserve Bank of India Issues Warning on Bitcoin Amid Growing ...,1486188000,0
69,Bitcoin price remains bullish through the weekend,1486188000,1
70,Venezuela's Biggest Bitcoin Exchange Halts Operations,1486188000,0
71,Bitcoin is rallying for an 8th straight day,1486360800,1
72,Bitcoin Exempt from UAE Central Bank's Ban on Virtual Currencies,1486360800,1
75,Bitcoin Price Gets Ready to Factor In Winklevoss Bitcoin ETF Approval,1486274400,1
76,Bitcoin Price Starts to Influence Government Policies,1486274400,1
77,This Dark Market Wants to Pay You Bitcoin to Find Security Bugs,1486274400,-1
78,Qtum Mixing Bitcoin & Ethereum Launching 'Proof-Of-Stake' Smart ...,1486274400,1
79,Press ReleaseThe Blockchain Academy London – A 2-day event on ...,1486360800,-1
80,A Town in Illinois Just Announced It's Holding a Bitcoin Sale,1486274400,-1
81,Is Trump Driving the Current Bitcoin Rally?,1486360800,-1
86,Dark Web Marketplace Launches Bug Bounty Program with $10000 ...,1486360800,-1
87,Blockchain Beyond the Hype,1486360800,-1
88,Vernon Hills prepares to sell bitcoins seized in police investigations,1486360800,-1
89,"With Deadline Looming, Will The SEC Approve A Bitcoin ETF?",1486447200,1
90,"India's Central Bank Cracks Down on Bitcoin Again, Cautions ...",1486447200,0
92,Venezuela Seems to Be Cracking Down on Bitcoin,1486447200,0
99,Bitcoin is zooming higher,1486447200,1
100,"A Guide to Trading With Bitcoin: Advantages, Risks (And If You ...",1486360800,-1
101,Bitcoin hits one-month high after drop in China FX reserves,1486360800,1
102,Bitcoin Price Jumps 6% as Bitcoin ETF Decision Nears,1486360800,1
104,Indian bitcoin startups form a blockchain association following RBI ...,1486360800,1
106,Surbitcoin Suspends Operations as Venezuela's Bitcoin Mining ...,1486360800,0
107,SEC Faces March 13 Deadline For Bitcoin ETF Decision,1486360800,-1
111,China Central Bank Said to Call Bitcoin Exchanges for Talks,1486533600,1
113,The Philippines Central Bank approves new bitcoin exchange ...,1486533600,1
116,Indian Bitcoin Companies Unite Under a Blockchain Association,1486447200,1
117,New system makes it harder to track Bitcoin transactions,1486447200,1
118,Top 5 Historic Bitcoin Moments,1486447200,1
119,Deconstructing the invisible Bitcoin remittance solution,1486533600,-1
120,"Bitcoin, Gold and Glass Books: Vaultoro Joins Techstars Berlin's ...",1486533600,-1
121,Bitcoin price falls as Chinese authorities meet with exchanges,1486533600,0
122,China's Central Bank Issues New Warning to Bitcoin Exchanges,1486447200,0
123,Bitcoin dropped sharply and suddenly on more news out of China,1486447200,0
124,Bitcoin Price Rebounds Swiftly Post PBOC Threats,1486447200,1
127,Philippines Issues Regulations for Bitcoin Exchanges,1486533600,0
128,Philippines' Bangko Sentral Recognizes Bitcoin as Payment System,1486447200,1
129,Reserve Bank of India Issues Warning Against Bitcoin Trading,1486533600,0
130,"Post RBI caution, startups form a chain around blockchain tech",1486533600,1
131,Bitcoin exchange temporarily shuts down amid Venezuela crackdown,1486447200,0
132,India Gets Its Own Blockchain and Virtual Currency Association,1486533600,1
133,Bitcoin Price Falls 9% Overnight As 2 Chinese Exchanges Stop ...,1486620000,0
135,WeUseCoins Releases a Comprehensive Worldwide Guide on How ...,1486533600,-1
136,Why Bitcoin and Blockchain Are 'Relatively Safe',1486620000,1
138,Winklevoss Bitcoin ETF Offering Expands to $100 Million,1486620000,1
141,Dramatic Fall in Bitcoin Price,1486620000,0
142,LinkedIn Killer? Bitcoin Upstart 21 Takes on Social With Email Play,1486533600,-1
143,Bitcoin is tanking after Chinese exchanges block withdrawals,1486533600,0
145,China Bitcoin Exchanges Halt Withdrawals After PBOC Talks,1486620000,0
146,[Updated] Bitcoin Price Crashes as Chinese Exchanges OkCoin ...,1486620000,0
147,Two of China's Biggest Exchanges Stop Bitcoin Withdrawals,1486620000,0
149,Bangko Sentral Makes It Easier for Bitcoin Exchanges to Operate in ...,1486620000,1
150,Central bank rolls out new rules for Philippine bitcoin exchanges,1486620000,0
151,BSP controls risks in virtual currency trade,1486620000,1
152,4 Reasons New Cryptocurrencies Keep Getting Worse,1486533600,0
153,Blockchain Global scoops up Digital X's bitcoin liquidity desk,1486533600,1
154,Four Bitcoin Companies Launch Blockchain and Virtual Currency ...,1486533600,1
155,Bitcoin ETF Approved In March 2017: A Black Swan With ...,1486620000,1
156,21.co Pioneers A New Way To Communicate: Recommend setting ...,1486620000,-1
158,Bitcoin Trading Comes Under Threat of Chinese Government,1486620000,0
160,Episode 753: Blockchain Gang,1486620000,-1
161,Leading Australian Bitcoin exchange ACX acquiring DigitalX Direct ...,1486706400,1
163,"Better Bitcoin Privacy, Scalability: Developers Making TumbleBit a ...",1486706400,-1
164,"After Bitcoin Dropped 10%, How Likely Is An ETF Now?",1486706400,0
165,"First Dedicated 'Bitcoin Bank' Opens In Vienna, Austria",1486620000,1
168,Bitcoin drops by $100 as China's central bank corrals the market,1486620000,0
170,Major Chinese bitcoin exchanges halt withdrawals after crackdown,1486620000,0
172,CNH verse CNY Spread May Narrow Further amid Weak Support,1486706400,0
175,TumbleBit Aims To Improve Bitcoin Transaction Anonymity,1486706400,1
176,Austria gets its first bitcoin digital currency 'bank',1486620000,1
179,"Bitcoin Price Shrugs Off BTCC Joining OKCoin, Huobi in Bitcoin ...",1486706400,1
184,"Leading Indian Bitcoin Exchanges Form Association, Aim at Self ...",1486706400,1
185,What's in a Name? From Bitcoin to Blockchain to Distributed Ledgers,1486792800,-1
186,Capital Controls and Ponzi Schemes: How Nigeria Is Discovering ...,1486792800,0
187,Will Gold Bugs and the Winklevoss Twins Help Bitcoin Surge to ...,1486706400,-1
188,"Every Time Bitcoin Price Ups $1000 Level, PBOC Meddles To Hold ...",1486706400,0
190,Bitcoin trading shrivels under Chinese government's glare,1486706400,0
191,A Chinese clampdown reveals a fundamental problem with the ...,1486792800,0
