Unnamed: 0,article,date,label
0,Bitcoin Blockchain to Help Collect Customers & Activate ...,1491109200,1
1,Now I Get It: Bitcoin,1491109200,-1
2,"Gold Supply Rises With Large Mine Discovery, Bitcoin is Better Safe ...",1491109200,-1
3,BitsTrades. Change the Way We Trade Bitcoin,1491022800,-1
4,Bitcoin Price Weekly Analysis – BTC/USD Breaks Higher,1491109200,1
5,US States working on blockchain legislation in 2017,1491109200,0
6,Podcast: Tone Vays - Liberty Life Trails,1491022800,-1
7,Monero Price Analysis – XMR Is Not Backing Down From Bitcoin Bulls,1491022800,-1
8,Litecoin SegWit Signaling Support Reaches 59%,1491022800,-1
9,Charts: Bitcoin's Golden Price Streak Comes to a Close,1491022800,0
10,Bitcoin – more than what meets the eye,1491022800,1
11,Japan Officially Recognises Bitcoin as Currency Starting April 2017,1491022800,1
12,New US Law to Replace Dollar with Bitcoin,1491109200,-1
13,"Cash, Card, or Bitcoin: Japan Gives Virtual Currencies Official ...",1491109200,1
14,Bitcoin Unlimited Hard Fork. Should I Do Something About It?,1491109200,-1
15,Bitcoin Reaches a Grand Compromise on the Scalability Debate,1491022800,1
16,"Bitcoin Price Hits $1130, Japan Legalizes Bitcoin, Scaling Progress",1491195600,1
17,Purse Proposal Touts Extension Blocks as Bitcoin Scaling Solution,1491195600,-1
19,Kim Dotcom could be building bitcoin's killer app,1491195600,-1
20,'Confidential Assets': Blockstream Reveals New Bitcoin Privacy Tech,1491109200,1
21,Bitcoin Exchange Bitfinex Buys Back All Remaining 'Hack Credit ...,1491195600,-1
22,Bitcoin Rebounds As Price Tops $1100,1491195600,1
23,Cross-Crypto Market Cap Reaches New All-Time High Due to ...,1491195600,1
24,Meet ConnectBTC: Bitmain's Newest Bitcoin Mining Pool,1491109200,-1
26,Bitcoin spikes after Japan says it's a legal payment method,1491109200,1
27,Op-Ed: Are Businesses Ditching Bitcoin for Ethereum?,1491195600,-1
28,Japan Finally Recognizes Bitcoin After Long Battle,1491195600,1
30,Bitcoin Price Analysis: Is A Bullish Reversal Coming?,1491195600,1
31,Bitcoin Core Developer Lays Out Scalability Roadmap Based on ...,1491195600,-1
32,Chinese Exchange Huobi Asks Bitcoin Core Expert to Address ...,1491195600,-1
33,"Canadian Bitcoin Nodes Reject Bitcoin Unlimited, Call It An Altcoin",1491195600,-1
34,Bitcoin Wallets Take Center Stage In Dotcom's Bitcache Intro Video,1491195600,-1
35,Kim Dotcom's Bitcache Preview Reveals Built-in Bitcoin Payments,1491195600,-1
36,"""Confidential Assets"" Brings Privacy to All Blockchain Assets ...",1491195600,-1
37,Overall Cryptocurrency Market Cap Surpasses US$27.5 billion,1491195600,1
38,Bitmain Subsidiary Opens New Bitcoin Mining Pool to Public,1491109200,-1
